species_tax_id	cell_diameter	cell_length	doubling_h	growth_tmp	optimum_tmp	optimum_ph	genome_size	gc_content	coding_genes	rRNA16S_genes	tRNA_genes	gram_stain	sporulation	motility	range_salinity	facultative_respiration	anaerobic_respiration	aerobic_respiration	mesophilic_range_tmp	thermophilic_range_tmp	psychrophilic_range_tmp	bacillus_cell_shape	coccus_cell_shape	filament_cell_shape	coccobacillus_cell_shape	vibrio_cell_shape	spiral_cell_shape
1294122	NA	NA	NA	NA	NA	NA	593789	24.3	NA	NA	NA	0	0	NA	0	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA
487318	-0.1549019599857432	-0.045757490560675115	NA	NA	30	7	NA	NA	NA	NA	NA	0	1	0	NA	0	0	1	NA	NA	NA	0	0	0	1	0	0
1071085	NA	NA	NA	NA	39.5	NA	2880497	67.7	NA	NA	NA	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0
1673428	NA	NA	NA	NA	NA	NA	1902831.2	37.25	1841	1	45.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
675090	0.09691001300805642	0.7781512503836436	NA	37	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1658779	NA	NA	NA	NA	NA	NA	2759896.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1129792	-0.09691001300805639	0.290034611362518	NA	30	NA	NA	2129279	38.9	NA	NA	NA	1	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
63129	-0.5228787452803376	0.6989700043360189	NA	30	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
287099	-0.3010299956639812	0.3979400086720376	NA	29	23.5	8.25	3688496	NA	NA	NA	NA	0	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
286438	-0.619788758288394	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
379896	-0.09691001300805639	0.3010299956639812	NA	30	35.5	8.5	6307925.5	47.7	NA	NA	NA	1	1	1	NA	1	0	0	1	0	0	1	0	0	0	0	0
1215031	-0.22184874961635637	0.17609125905568124	NA	NA	50	7.2	NA	NA	NA	NA	NA	NA	1	1	NA	1	0	0	NA	NA	NA	1	0	0	0	0	0
309120	-0.5228787452803376	-0.3467874862246563	NA	37	NA	NA	1326011.5	NA	NA	NA	NA	1	0	0	NA	0	1	0	NA	NA	NA	1	0	0	0	0	0
1495050	NA	NA	NA	NA	NA	NA	4902375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1616106	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
331648	NA	0.3979400086720376	NA	NA	29	7	3393335	NA	NA	NA	NA	0	0	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
405005	-0.12493873660829993	0.06069784035361165	NA	28	27.5	7	NA	NA	NA	NA	NA	0	0	1	NA	0	0	1	NA	NA	NA	0	1	0	0	0	0
517724	-0.5228787452803376	0.0	NA	NA	25	7	NA	NA	NA	NA	NA	0	NA	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
416568	-0.6989700043360187	-0.5228787452803376	NA	27	30	7	3090412	70.785	NA	NA	NA	1	1	0	NA	1	0	0	1	0	0	1	0	0	0	0	0
460870	0.25527250510330607	0.6989700043360189	NA	32	26	NA	2680907.25	37.57	NA	NA	NA	1	0	0	NA	0	0	1	1	0	0	1	0	0	0	0	0
2115	NA	NA	NA	37	37	7.6	1036103.727	26.886	892	2	35	0	0	0	NA	1	0	0	1	0	0	0	1	0	0	0	0
474952	-0.3010299956639812	0.17609125905568124	NA	20	20	4.5	5293785	NA	NA	NA	NA	0	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1130819	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1210400	-0.1870866433571444	0.25527250510330607	NA	NA	30	7	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
2141	-0.5228787452803376	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
546892	NA	NA	NA	37	37	8	NA	NA	NA	NA	NA	0	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1036678	-0.22184874961635637	0.5440680443502757	1.8987251815894934	30	33	7.4	NA	NA	NA	NA	NA	0	NA	0	NA	0	1	0	NA	NA	NA	1	0	0	0	0	0
192904	-0.3979400086720376	0.07918124604762482	NA	27	26.5	7	6057242	NA	NA	NA	NA	0	0	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
502567	-0.2814983111327258	-0.2814983111327258	NA	37	37	NA	2290936	NA	NA	NA	NA	1	0	0	NA	1	0	0	NA	NA	NA	0	1	0	0	0	0
571913	-0.3010299956639812	0.0	NA	NA	24	NA	5420910	68.2	4925.667	2	46	1	0	0	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1344003	-0.1870866433571444	0.13033376849500614	NA	28	28	7	4441008	NA	NA	NA	NA	NA	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1177756	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
157688	-0.1549019599857432	1.0511525224473812	NA	37	37.333	NA	2543318.75	30.604	NA	NA	NA	0	0	0	NA	0	1	0	1	0	0	1	0	0	0	0	0
591206	-0.07058107428570727	0.17609125905568124	NA	25	37.5	7.75	4898228	69.8	NA	NA	NA	0	NA	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
632773	NA	NA	0.6748611407378116	34.1	40	NA	3582269	46.09	3275	7	68	1	NA	1	NA	1	0	0	0	1	0	1	0	0	0	0	0
1302690	NA	NA	NA	28	28	NA	5659359	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1079178	-0.3979400086720376	-0.022276394711152253	NA	NA	27.5	NA	NA	NA	NA	NA	NA	NA	0	0	NA	1	0	0	NA	NA	NA	1	0	0	0	0	0
190655	NA	NA	NA	37	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
438751	-0.3467874862246563	-0.09691001300805639	NA	28	27.5	7.5	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
887449	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	1	0	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1324946	-0.1549019599857432	0.24303804868629442	NA	NA	27.5	7	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
407234	NA	NA	NA	29	NA	NA	3483645	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
29345	NA	NA	NA	36.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
221989	-0.1870866433571444	0.2787536009528289	NA	34	35	7.5	NA	NA	NA	NA	NA	0	0	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
561173	NA	NA	NA	28	28	7	NA	NA	NA	NA	NA	1	NA	0	NA	0	0	1	NA	NA	NA	0	0	0	0	0	1
417373	-0.1870866433571444	0.06069784035361165	NA	37	NA	NA	1585959.667	NA	NA	NA	NA	1	NA	0	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	0	0
1660251	NA	NA	NA	NA	NA	NA	9384763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1348852	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
213588	NA	NA	-0.10790539730951959	50.55	NA	NA	2448719	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
592378	0.09691001300805642	0.09691001300805642	NA	29	33.5	5.5	NA	NA	NA	NA	NA	1	NA	0	NA	0	0	1	NA	NA	NA	0	1	0	0	0	0
478448	0.3010299956639812	1.0	NA	NA	30	7	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1
219741	NA	NA	NA	21	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
365489	-0.3205721033878811	NA	NA	29	28	7	7375577	52.1	NA	NA	NA	0	0	0	NA	0	0	1	1	0	0	1	0	0	0	0	0
650891	NA	NA	NA	NA	NA	NA	3933786	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
158327	-0.3010299956639812	0.20411998265592482	NA	NA	NA	NA	7215267.6	53.9	6424.667	5	67	0	0	1	1	NA	NA	NA	1	0	0	1	0	0	0	0	0
327277	NA	NA	NA	NA	NA	NA	2362816	NA	NA	NA	NA	1	NA	0	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
34005	-0.3010299956639812	-0.1549019599857432	NA	30	27.5	NA	NA	NA	NA	NA	NA	0	NA	0	NA	1	0	0	NA	NA	NA	1	0	0	0	0	0
1224718	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1888195	NA	NA	NA	NA	NA	NA	2275470	41.3	2019	4	57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
501023	-0.5228787452803376	0.04139268515822507	NA	15	20	NA	4802534	NA	NA	NA	NA	1	0	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
449663	-0.37161106994968846	-0.03385826726096737	NA	28	30	4	NA	NA	NA	NA	NA	0	NA	1	NA	1	0	0	NA	NA	NA	1	0	0	0	0	0
1485545	NA	NA	NA	NA	NA	NA	2163552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
527200	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
264463	-0.3010299956639812	0.36172783601759284	NA	30	30	6.75	5217774	NA	NA	NA	NA	1	1	1	NA	0	1	0	NA	NA	NA	1	0	0	0	0	0
1333	-0.3010299956639812	-0.3010299956639812	NA	37	NA	NA	2418558	NA	NA	NA	NA	1	0	0	NA	0	0	1	NA	NA	NA	0	1	0	0	0	0
553429	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1730378	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
45068	NA	NA	NA	37	NA	NA	2399121	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
157592	NA	NA	NA	30	NA	NA	3103220	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
424799	-0.12493873660829993	0.25527250510330607	NA	NA	25	7.5	NA	NA	NA	NA	NA	0	0	0	NA	0	0	1	NA	NA	NA	0	0	0	1	0	0
266810	NA	NA	NA	27	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
937251	-0.3010299956639812	-0.09691001300805639	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
287488	NA	NA	NA	29	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1347369	-0.09691001300805639	0.7634279935629373	NA	NA	37	NA	4556842	NA	NA	NA	NA	1	0	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1004156	NA	NA	NA	NA	NA	NA	3728197	43.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
480931	-0.09691001300805639	0.17609125905568124	NA	30	30	7	2225529	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	0	0
309884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
547334	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
166793	-0.1549019599857432	0.146128035678238	NA	27	NA	NA	7135497	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1196024	-0.1549019599857432	0.47712125471966244	NA	NA	27.5	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
664642	-0.3979400086720376	0.0	NA	NA	28	NA	NA	NA	NA	NA	NA	0	NA	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
86104	-0.3979400086720376	0.47712125471966244	NA	29	NA	NA	4481579.5	36.8	NA	NA	NA	0	0	0	NA	0	0	1	1	0	0	1	0	0	0	0	0
947835	NA	NA	NA	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
477696	NA	NA	0.7810369386211318	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
1033741	NA	NA	NA	37	NA	NA	9172130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
53573	-0.5228787452803376	0.0	0.02530586526477026	59.95	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
171695	-0.3979400086720376	-0.09691001300805639	0.3010299956639812	70	70	6.25	2322223.2	42.415	2206.667	2	49	0	0	1	NA	0	1	0	0	1	0	1	0	0	0	0	0
158852	NA	NA	NA	36	NA	NA	4929751	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1236215	0.0	0.5440680443502757	NA	60	57.5	6.4	NA	NA	NA	NA	NA	NA	1	0	NA	0	1	0	NA	NA	NA	1	0	0	0	0	0
370776	-0.37161106994968846	0.07918124604762482	NA	30	30	7	3160270	70.8	NA	NA	NA	0	0	1	NA	0	0	1	1	0	0	1	0	0	0	0	0
589159	NA	NA	NA	31	NA	NA	NA	NA	NA	NA	NA	1	1	0	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
645110	-0.2596373105057561	0.3521825181113625	NA	NA	33.5	8	4842844	40.96	NA	NA	NA	0	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1216932	NA	NA	NA	35	NA	NA	3617023.75	29.471	3227.333	8	56	1	1	NA	NA	0	1	0	NA	NA	NA	1	0	0	0	0	0
1825069	NA	NA	NA	NA	NA	NA	2322790.5	40.846	2093	4	58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
356658	0.16136800223497488	0.2671717284030138	NA	30	31.5	6	5048727.5	43	NA	NA	NA	1	1	1	NA	0	0	1	1	0	0	1	0	0	0	0	0
1133106	0.3226327116922234	0.41530729222556745	NA	30	40	7	NA	NA	NA	NA	NA	NA	1	1	NA	0	0	1	NA	NA	NA	0	0	0	1	0	0
718191	NA	NA	NA	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1070431	NA	NA	NA	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
323412	-0.6989700043360187	0.0	NA	37	37	NA	NA	NA	NA	NA	NA	NA	0	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1507287	NA	NA	NA	NA	NA	NA	4155299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
472055	-0.2596373105057561	0.9420080530223133	NA	NA	27.5	6.5	NA	NA	NA	NA	NA	0	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
376351	NA	NA	NA	29	28.5	7.3	3330332	69.3	NA	NA	NA	1	0	0	NA	0	0	1	1	0	0	1	0	0	0	0	0
396808	-0.12493873660829993	0.3521825181113625	NA	28	28	6.5	5154741	NA	NA	NA	NA	0	NA	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1303085	-0.3010299956639812	0.2787536009528289	NA	NA	26.5	6.5	NA	NA	NA	NA	NA	NA	NA	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
486407	NA	0.3010299956639812	NA	NA	29	7.25	NA	NA	NA	NA	NA	0	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1141882	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
651866	-0.22184874961635637	0.6627578316815741	NA	50	55	8	NA	NA	NA	NA	NA	1	1	1	NA	1	0	0	NA	NA	NA	1	0	0	0	0	0
49340	-0.3979400086720376	0.8450980400142568	0.5403294747908738	57.533	55	8.05	NA	NA	NA	NA	NA	1	NA	NA	NA	0	1	0	NA	NA	NA	1	0	0	0	0	0
213806	NA	NA	-0.03621217265444471	57.5	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
392566	0.07918124604762482	0.44560420327359757	NA	37	30	6.25	2402871	NA	NA	NA	NA	1	0	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
430683	-0.22184874961635637	0.2304489213782739	NA	NA	25	7	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	0	0
1884432	NA	NA	NA	NA	NA	NA	3614063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
280483	-0.3010299956639812	0.0	NA	NA	22.5	7	NA	NA	NA	NA	NA	0	0	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
716925	NA	NA	NA	30	NA	NA	6044864	62.006	5725	3	49	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
427918	-0.3979400086720376	0.3521825181113625	NA	30	32	9.25	5558097	NA	NA	NA	NA	0	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
669464	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
376730	NA	NA	NA	30	NA	NA	3824305	36.7	NA	NA	NA	0	NA	NA	1	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA
1046555	-0.3233063903751334	-0.22184874961635637	NA	NA	NA	8.5	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
435907	-0.22184874961635637	0.6020599913279624	NA	30	30	7.5	NA	NA	NA	NA	NA	0	NA	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
995038	-0.36653154442041347	-0.031517051446064856	NA	10	11	NA	3754378	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
168697	NA	NA	NA	27	22.917	9.5	5690837.092	69.49	4890	3	52	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0
365340	-0.3010299956639812	0.0	NA	28	28	7.5	2909339	NA	NA	NA	NA	0	0	0	NA	1	0	0	NA	NA	NA	1	0	0	0	0	0
578463	NA	NA	NA	NA	27.5	7.5	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
46173	NA	NA	NA	30.667	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
503170	NA	1.3521825181113625	NA	37	41.5	7.5	3399024	NA	NA	NA	NA	0	0	NA	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
174587	-0.09691001300805639	0.47712125471966244	NA	28	NA	NA	2762327	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1155073	0.06069784035361165	0.06069784035361165	NA	37	33.5	8	NA	NA	NA	NA	NA	NA	0	0	NA	1	0	0	NA	NA	NA	0	1	0	0	0	0
1325472	NA	NA	NA	NA	NA	NA	NA	60.7	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
888831	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
369930	NA	NA	NA	29	30	9	NA	NA	NA	NA	NA	1	NA	0	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
384933	-0.6989700043360187	0.11394335230683678	NA	30	37	7.2	4419107	44.6	NA	NA	NA	1	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0
1306990	NA	NA	NA	28	30	NA	11828360	70.3	NA	NA	NA	1	NA	NA	NA	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA
1884669	NA	NA	NA	NA	NA	NA	2275291	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
337250	-0.22184874961635637	-0.09691001300805639	NA	28	32.5	8	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
427369	NA	NA	NA	37	37	7	NA	NA	NA	NA	NA	1	1	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021	NA	NA	NA	49.5	51.25	7	3582039.111	67.513	3063.667	4	52	1	1	0	NA	0	0	1	0	1	0	1	0	0	0	0	0
82805	-0.3010299956639812	0.3010299956639812	NA	30	NA	NA	4405206	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
560361	-0.1549019599857432	0.5740312677277188	NA	NA	32.5	8.25	NA	NA	NA	NA	NA	0	NA	1	NA	0	1	0	NA	NA	NA	1	0	0	0	0	0
209458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
341202	NA	NA	NA	28	28	7	NA	NA	NA	NA	NA	NA	1	NA	NA	0	0	1	NA	NA	NA	0	1	0	0	0	0
745365	NA	NA	NA	30	NA	NA	2437433	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
993692	NA	0.47712125471966244	NA	25	25	7.5	2695202	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1296540	-0.045757490560675115	0.3010299956639812	NA	29	30	NA	1994557	38.713	NA	NA	NA	1	0	0	NA	1	0	0	1	0	0	1	0	0	0	0	0
388259	NA	NA	NA	NA	45.5	8.95	3460288	NA	NA	NA	NA	0	0	1	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
46632	NA	NA	0.9294189257142927	58.55	60	NA	1534155	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1640866	NA	NA	NA	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
252246	-0.2596373105057561	0.3010299956639812	NA	55	55	4	2994480	NA	NA	NA	NA	1	1	NA	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
373681	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	1	1	1	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
574651	-0.5228787452803376	-0.1870866433571444	NA	28	29	6.35	3921832	NA	NA	NA	NA	1	NA	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1409788	NA	NA	NA	NA	NA	NA	4962831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1424659	-0.38721614328026455	-0.11918640771920865	NA	10	NA	NA	4040838	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
33075	NA	NA	NA	30	30	4.5	4127356.8	60.5	3327.667	1	45	0	0	0	NA	0	0	1	1	0	0	1	0	0	0	0	0
408657	NA	NA	NA	25	25	7	7340093	NA	NA	NA	NA	0	NA	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
687207	NA	NA	NA	37	37	7.5	NA	NA	NA	NA	NA	1	1	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1080073	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
762212	NA	NA	NA	37	NA	NA	3247054.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1196353	NA	NA	NA	28	28	7	8039558	NA	NA	NA	NA	NA	1	0	NA	0	0	1	NA	NA	NA	0	0	0	0	0	1
640634	0.021189299069938092	0.3521825181113625	NA	28	27.5	NA	NA	NA	NA	NA	NA	NA	1	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1173618	-0.3979400086720376	0.7596678446896306	NA	NA	30	7.25	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1838	NA	NA	NA	44	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
392723	NA	-0.4559319556497244	NA	NA	33	7.5	NA	NA	NA	NA	NA	0	NA	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
87650	NA	NA	NA	37	NA	NA	2067319	41.4	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
99481	NA	NA	NA	28	NA	NA	5118921	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1434701	NA	NA	NA	28	28	NA	3443921	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
444923	-0.07058107428570727	0.3979400086720376	NA	28	30	6.75	NA	NA	NA	NA	NA	NA	NA	1	NA	1	0	0	NA	NA	NA	1	0	0	0	0	0
